;Unnamed: 0;Unnamed: 0.1;datum;url;sentiment;discussielengte;views;auteur;GPS breedtegraad;GPS lengtegraad;bericht tekst;likes count;datum utc;hashtags
198;198;2724;2017-09-06 00:01;https://instagram.com/p/BYrORBQl1ab/;+;0.0;18.0;nanasss84;52.473888;4.816389;             ;18.0;2017-09-05 22:01:42;['windmill', 'tourist', 'touristinowncountry', 'holland', 'thenetherlands', 'zaandam', 'zaanseschans', '30min', 'visit', 'bluesky', 'strolling', 'inthesun', 'nikeinternationalist']
199;199;2725;2017-04-19 15:02;https://instagram.com/p/BTEWFtYBrQ1/;0;1.0;15.0;my35voerendaal;;;Altijd al eens willen hardlopen? Vanaf 20 mei starten we weer met een nieuwe beginners-loopgroep voor onze leden. In deze groep kun je langzaam en op eigen niveau opbouwen en je kunt zo testen of het iets voor jou is. Heb je interesse, geef je dan op aan de balie bij My35' Voerendaal.        ;15.0;2017-04-19 13:02:43;['my35minutes', 'voerendaal', 'fitenslank', 'startrunning', 'running', 'mei', 'hardlopen', 'beginner']
200;200;2726;2018-01-11 10:52;https://instagram.com/p/BdzgkkLAHK3/;0;0.0;24.0;wouter_sn;52.393589;4.860118;Toilet moment......              ;24.0;2018-01-11 09:52:33;['avvsdz', 'avv', 'sdz', 'againsodernfootball', 'toilet', 'wc', 'amsterdam', 'mokum', 'voetbal', 'fussball', 'fußball', 'football', 'calcio', 'thechickenbaltichronicles']
201;201;2727;2018-09-01 16:15;https://instagram.com/p/BnL72Wkgesy/;0;2.0;54.0;janbo3r;52.150002;4.5;Yet another summer’s day in Leiden                  ;54.0;2018-09-01 14:15:14;['goodlife', 'vacances', 'food', 'holiday', 'restaurants', 'tourist', 'travel', 'winelover', 'placestosee', 'placestogo', '3opreis', 'travelpics', 'instatravel', 'europe', 'netherlands', 'holland', 'leiden', 'summer']
202;202;2729;2017-05-13 21:21;https://instagram.com/p/BUC0fmoF-oX/;0;11.0;114.0;izovt;;;Wat een dag vandaag, toegang in/op/onder stuwcomplex bij Driel... Genoten met een select groepje en @rijkswaterstaat.         ;114.0;2017-05-13 19:21:18;['Rijkswaterstaat', 'InstawalkRWS', 'stuwensemble', 'stuw', 'Driel', 'Lek', 'Rijn', 'waterveiligheid']
203;203;2730;2017-08-09 10:58;https://instagram.com/p/BXkTHq5ge9z/;0;0.0;11.0;discover_duesseldorf;;;Visit the largest theme-park of the Netherlands!        #;11.0;2017-08-09 08:58:02;['daytrip', 'themepark', 'efteling', 'holidayfun', 'funtime', 'duesselldorf', 'discoverduesseldorf']
204;204;2731;2018-01-26 16:10;https://instagram.com/p/Beas2uKDgqD/;+;2.0;16.0;paardekreekvilla8;51.55088;3.8048900000000003;Ready for the new season!‍‍🤽‍                    ;16.0;2018-01-26 15:10:16;['paardekreekvilla8', 'paardekreek', 'depaardekreek', 'kortgene', 'veersemeer', 'vakantie', 'vakantiehuis', 'watersports', 'waterspeeltuin', 'zwembad', 'wellness', 'zeilen', 'surfen', 'standuppaddling', 'zeelandvakantieland', 'zeeland', 'zeelandvakantie', 'summerholiday', 'Sommer', 'Sommerferien']
205;205;2733;2017-11-18 13:00;https://instagram.com/p/BbosUmZFpdR/;0;0.0;11.0;cindyvervuren;;;Nieuwe winter entertainment  ;11.0;2017-11-18 12:00:48;['winterefteling', 'efteling']
206;206;2734;2017-10-08 14:52;https://instagram.com/p/BZ_NrNFl0v3/;+;7.0;51.0;annamkrv;51.916698;4.5;Rotterdam vibe;51.0;2017-10-08 12:52:45;[]
207;207;2735;2017-08-19 22:11;https://instagram.com/p/BX_QLO3FHXw/;+;2.0;52.0;ashlove_dreams;;;                              ;52.0;2017-08-19 20:11:48;['party', 'wedding', 'birthday', 'art', 'photo', 'event', 'decoratie', 'trouwerij', 'schiedam', 'ballonnen', 'verjaardag', 'verloving', 'weddingdecor', 'weddingsofa', 'weddingdecorations', 'indianstyles', 'dreamweddings', 'weddingplanners', 'dreamdecors', 'dreamdecoration', 'wedding', 'decorations', 'romanticdreams', 'balloons', 'tabledecoration', 'chairclothing', 'tableclothing', 'birthday', 'engagement', 'celebrations', 'ashlovedreams']
208;208;2736;2017-09-20 04:42;https://instagram.com/p/BZPxiTZFx8B/;+;1.0;92.0;kyum2_;;;        ?  .                 ,                             . .   . .  Financial Consultant 1          DM or   010.5484.1379 . . . # # # # # # # # # # # #  #      # # # ;92.0;2017-09-20 02:42:33;['ootd', 'ff', 'fff', 'l4l', 'selfie', 'ING', 'instagram']
209;209;2738;2018-03-15 19:53;https://instagram.com/p/BgWsmufj0Wt/;0;6.0;35.0;ellenverschuur;;;  ;35.0;2018-03-15 18:53:55;['aarlanderveen', 'holland', 'groenehart']
210;210;2739;2017-07-30 03:03;https://instagram.com/p/BXJszrjDCOp/;0;0.0;59.0;mediatv.nl;;;29 juli 2017 Verdachten met een vuurwapen aangehouden op het Stadhuisplein in Rotterdam tijdens het zomercarnaval.    ;59.0;2017-07-30 01:03:01;['vuurwapen', 'Stadhuisplein', 'Rotterdam', 'aanhoudingen']
211;211;2740;2017-04-09 20:06;https://instagram.com/p/BSrI3qRDag6/;0;3.0;22.0;helga_lastname;;;Yes, de eerste is in aantocht!   @albertheijn           ;22.0;2017-04-09 18:06:11;['alseenkindzoblij', 'ahmoestuintje', 'albertheijn', 'ah', 'moestuin', 'moestuin', 'balkon', 'amsterdam', 'tuinieren', 'lente', 'pink']
212;212;2742;2017-08-16 20:41;https://instagram.com/p/BX3XapKhhy8/;0;4.0;644.0;amsterdamdanceevent;52.377544;4.9114330000000015;After last year's edition at the Rijksmuseum, Maceo Plex and Audio Obscura​ return to Muziekgebouw aan 't IJ​ inviting Levon Vincent, Dekmantel Soundsystem, Paranoid London​, Barnt​, Agents Of Time​ and many more. Visit a-d-e.nl/program for tickets and more info. ;644.0;2017-08-16 18:41:09;['ADE17']
213;213;2743;2017-07-30 17:41;https://instagram.com/p/BXLRYNlFrp1/;0;0.0;9.0;sabrinafotiadis;;;Op weg naar het station in  zie ik ineens deze   ;9.0;2017-07-30 15:41:49;['delft', 'leukestraatversiering', 'creabea', 'kleurrijk']
214;214;2744;2017-02-21 14:58;https://instagram.com/p/BQxrMVFlueI/;0;2.0;26.0;jycekok;51.450001;5.61667;Heuuu     ;26.0;2017-02-21 13:58:46;['wezijner', 'mierlo', 'weekjeweg', 'weekjerust', 'weekjewandelen']
215;215;2745;2017-10-31 18:44;https://instagram.com/p/Ba69VWTBSiX/;0;13.0;104.0;efteldream_pictures;;;Raveleijn waar raven ruiters zullen zijn     ;104.0;2017-10-31 17:44:23;['efteling', 'eftelingbynight', 'raveleijn', 'raveleijnbynight', 'ruiters']
216;216;2746;2017-08-27 17:02;https://instagram.com/p/BYTTGNOF9B1/;+;2.0;21.0;hofvlietvilla;52.514419999999994;6.08793;                    ;21.0;2017-08-27 15:02:09;['GEGRILDE', 'ENTRECOTE', 'ratatouile', 'kruidenboter', 'lekkereten', 'rundvlees', 'genietenaanhetwater', 'diner', 'deliciousfood', 'heerlijk', 'voortreffelijk', 'dinner', 'meat', 'hotspot', 'brasserie', 'hofvlietvilla', 'stadsgracht', 'ZWOLLE', 'theplacetobe']
217;217;2747;2017-08-24 19:17;https://instagram.com/p/BYL0JysAdDF/;0;0.0;124.0;maurice.wijnen;52.3167;5.03333;As a  for the 3 day @sbfeest  we are having a great  at the girls!    ;124.0;2017-08-24 17:17:04;['kickoff', 'tonight', 'BBQ', 'Buitenhof', 'Weesp', 'buurtjes', 'sluisenbruggenfeest']
218;218;2748;2017-12-08 21:09;https://instagram.com/p/BcdEIM_FmXB/;0;0.0;4.0;parcialfinancelux;49.496944;5.980556;Appartement de 2 chambres à vendre à Esch-sur-Alzette  plus d'info https://buff.ly/2A4lrqw      ;4.0;2017-12-08 20:09:20;['parcialfinance', 'appartement', 'immo', 'immobilier', 'eschsuralzette']
219;219;2750;2018-03-12 19:53;https://instagram.com/p/BgO-JBiANAF/;0;0.0;83.0;fupboon;;;Schotsehooglanders in de duinen van Texel. .          ;83.0;2018-03-12 18:53:13;['schotsehooglander', 'texelditweekend', 'texelduinen', 'bollekamer', 'natuurmonumenten', 'nature', 'naturephotography', 'tijdvoortexel', 'texelmomentje', 'natuurlovers']
220;220;2751;2017-12-04 23:25;https://instagram.com/p/BcTAiSZjad5/;+;0.0;18.0;eva_1979;;;Thomas Azier.......wat is dat toch genieten       ;18.0;2017-12-04 22:25:32;['ThomasAzier', 'Utrecht', 'tivolivredenburg', 'laatsteavondvandetour', 'ronda']
221;221;2752;2017-09-16 19:10;https://instagram.com/p/BZHBsZShyPp/;+;0.0;10.0;palgroenlinksleeuwarden;53.200001;5.78333;Weer of geen weer, wij gingen in Huizum . Het leverde mooie gesprekken op over onder andere het groen in de wijk en drukke fietsroutes.    ;10.0;2017-09-16 17:10:35;['nietschreeuwenmaarpraten', 'Leeuwarden', 'GroenLinks', 'Huizum']
222;222;2753;2018-03-20 17:11;https://instagram.com/p/BgjSCIeBsul/;0;3.0;24.0;purebiocosmeticsskin_purenass;;;"Purebiocosmetics  Natural Strong Anti Ageing Repair Lift Day Cream is een dagcrème die het gezicht en de hals een meer gelifte uitstraling en aangespannen gevoel geeft. Bestrijd belangrijke tekenen van veroudering met het beste herstelserum. De dagcrème is rijk aan aloë-vera-gel, bekend om zijn vocht inbrengende, herstellende en beschermende eigenschappen die de bijwerkingen van vrije radicalen tegengaan. Daarnaast bevat de crème Marokkaanse biologische arganolie bekend om de grote hoeveelheid vitamines en essentiële vetzuren. Hierdoor kan de huid haar flexibiliteit en zachtheid terugwinnen en behouden. De werkende stoffen in de crème zorgen ervoor dat de huid zacht wordt. Daarnaast werken ze hydraterend, herstel bevorderend, ontstekingsremmend, doorbloeding stimulerend, infectie werend en revitaliseren ze de huid. Bovendien breken ze dode huidcellen en afgestorven weefsel af. Het lichaam is namelijk voortdurend in opbouw; nieuwe cellen verschijnen en oude cellen sterven. De huid voelt direct meer aangespannen, ziet er meer gelift uit en bij regelmatig gebruik worden ook de lijnen minder zichtbaar. De rijke Repair Cream helpt de verslechterde barrière laag snel herstellen. De volle crème bevat een unieke combinatie geneeskrachtige stoffen uit de planten Argania spinosa en Aloë vera, die boordevol vitamines, mineralen en antioxidanten zitten en alle twintig verschillende belangrijke aminozuren voor een lichaam bevatten. Hiervoor verwijzen we naar de ingrediëntenlijst. Deze stoffen geven stevigheid en elasticiteit aan uw huid, zorgen voor een gezonde huid en gaan huidveroudering tegen. Het resultaat is een mooie huid met minder rimpels. Verder hebben ze een herstellende functie en bieden ze bescherming en verzachting bij irritatie, jeuk en ontstekingsreacties.                          ";24.0;2018-03-20 16:11:51;['Pure', 'purebiocosmetics', 'beautiful', 'purebiocosmeticsskinclinic', 'beautyskin', 'beautysalon', 'beauty', 'health', 'halal', 'antiageing', 'healthylifestyles', 'ambachtelijk', 'foreveryoung', 'younger', 'youngskin', 'cosmetica', 'cosmetics', 'skincare', 'skintreatment', 'schoonheidsspecialisten', 'schoonheid', 'schoonheid', 'vettehuid', 'schoonheidssalon', 'vegancosmetics', 'veggies', 'halal', 'kosher', 'instabeauty', 'greencosmetics', 'dutch', 'amsterdam']
223;223;2754;2017-12-10 19:05;https://instagram.com/p/Bch_kT9DSH7/;0;2.0;50.0;groningenshots;53.22493000000001;6.567701;Groningen DOT       ;50.0;2017-12-10 18:05:41;['grunn', 'mooigrunnen', 'groningen', 'groningenshots', 'nofiltersneeded', 'nofilter', 'dot']
224;224;2757;2018-03-13 08:08;https://instagram.com/p/BgQR5NqjlHV/;0;8.0;45.0;westdorpe_het_warmste_dorp_nl;51.333332;3.816667;Paddenbusje klaar voor de overzet, want het is !           ;45.0;2018-03-13 07:08:48;['paddentrek', 'terneuzeninthepicture', 'GemeenteTerneuzen', 'Terneuzen', 'terneuzeninbeeld', 'HetWarmsteDorp', 'zeeuwsvlaanderen', 'Westdorpe', 'pad', 'padden']
225;225;2758;2017-01-27 07:58;https://instagram.com/p/BPwjRrpl0qf/;+;1.0;11.0;eefkeduin;;;Dit. Maar dan nog helderder. Met meer contrast en fluor pink.     ;11.0;2017-01-27 06:58:57;['hollandseluchten', 'zonsopkomst', 'hoogwonen', 'apeldoorn', 'pinkskys']
226;226;2759;2017-09-08 18:08;https://instagram.com/p/BYyUNHuA_N2/;+;1.0;15.0;bet_boys_official;;;Deze is ook lekker voor erbij!! 1,90x je inzet als GAE meer dan 1,5 goal scoort tegen onze vrienden uit VOLENDAMWij zeggen ZETTUH!!       ;15.0;2017-09-08 16:08:17;['jupilerleugue', 'voetbal', 'gae', 'volendam', 'betten', 'betboys', 'zettuh']
227;227;2760;2017-11-11 21:13;https://instagram.com/p/BbXjLzQDbGH/;0;3.0;59.0;marlotvdgoot;53.217255;6.569683;    ;59.0;2017-11-11 20:13:52;['grunn', 'oppadmetdeboys', 'vakantieineigenland', 'groningseparels']
228;228;2761;2017-12-27 22:35;https://instagram.com/p/BdOI21HBXeo/;+;0.0;30.0;vsmsinc;51.913769;4.33854;Enjoy it                   ;30.0;2017-12-27 21:35:48;['new', 'beat', 'by', 'me', 'mrn', 'mrnoblesses', 'vsmsinc', 'rotterdam', 'vlaardingen', 'musician', 'music', 'muziek', 'art', 'kerst', 'vibes', 'making', 'tracks', 'producer', 'visionsoundsmusicstudio']
229;229;2762;2017-09-17 22:50;https://instagram.com/p/BZJ_s0gBI1Y/;0;0.0;7.0;wijchensnieuws;;;Run for KiKa in Berendonck levert meer dan 80.000 euro op! Www.wijchensnieuws.nl  ;7.0;2017-09-17 20:50:53;['wijchen', 'kika']
230;230;2763;2017-06-18 15:04;https://instagram.com/p/BVe2BkhlHfj/;0;0.0;32.0;adriedekeizer;;;   ;32.0;2017-06-18 13:04:49;['zondagsrust', 'nieuwenbroek', 'reeuwijkseplassen', 'reeuwijk']
231;231;2764;2017-09-05 22:07;https://instagram.com/p/BYrBLSJhPif/;0;0.0;18.0;miranda_kamphuis_fotografie;51.988811;5.94249;Today @miranda_kamphuis_fotografie  photogrpy by            in a Nice  I like it   www.knus.shop;18.0;2017-09-05 20:07:20;['Knus', 'Arnhem', 'style', 'stylish', 'sfeer', 'styling', 'athome', 'home', 'family', 'house', 'dream', 'shopping', 'shop', 'follow', 'like']
232;232;2765;2017-08-16 14:00;https://instagram.com/p/BX2pltlj10y/;+;0.0;16.0;pmubyrobin;;;Love it              ;16.0;2017-08-16 12:00:43;['microblading', 'pmu', 'brows', 'eyebrows', 'almere', 'permanentmake', 'microbladingbrows', 'pmubyrobin', 'wenkbrauwen', 'eyes', 'makeup', 'browsonfleek']
233;233;2766;2018-08-23 08:57;https://instagram.com/p/Bmz-qBGBn6U/;0;0.0;18.0;bzp_photography;52.133301;5.5833;Yes, it can!  in  is held annually in the end of August. . . .                                        ;18.0;2018-08-23 06:57:59;['Ballonfiesta', 'Barneveld', 'ballonfiestabarneveld', 'ballonfiëstabarneveld', 'hotairballoon', 'specialshapeballon', 'flying', 'thenetherlands', 'Holland', 'summer', 'nofilter', 'canonphotography', 'canonpictures', 'canon350d', 'photography', 'artofphotography', 'picoftheday', 'picofday', 'pictureoftheday', 'Nederland', 'Нидерланды', 'Голландия', 'воздушныйшар', 'барневельд']
234;234;2767;2018-03-29 13:57;https://instagram.com/p/Bg6AGX6BVYf/;+;5.0;106.0;debrocantedames;52.53794499999999;5.506897;Één van onze favoriete hoekjes in de winkel  Zie je iets leuks laat het even weten. Verzenden geen probleem. Shipping is possible!               ;106.0;2018-03-29 11:57:41;['debrocantedames', 'shop', 'brocantes', 'brocante', 'brocanteblogathome', 'woondecoratie', 'antique', 'shabby', 'boudoir', 'french', 'paspop', 'papiermache', 'pop', 'march29', 'lelystad']
235;235;2768;2018-08-13 14:08;https://instagram.com/p/BmayQGWn4NY/;+;16.0;804.0;whitneyleona;;;Van  naar 🧣 in 3 dagen                        ;804.0;2018-08-13 12:08:35;['hetisooknooitgoedhe', 'hollanderszeurengraag', 'hallelujah', 'zomer', 'relaxen', 'beach', 'wandelen', 'rain', 'naturalhair', 'naturalmakeup', 'yslbeauty', 'yslbeautylover', 'glamourbeautylover', 'douglas', 'zen', 'l4l', 'amsterdam', 'weightloss', 'fashion', 'makeup', 'fashionblogger', 'fashionlover', 'likeforfollow', 'likeforlikes']
236;236;2769;2017-01-27 20:44;https://instagram.com/p/BPx67C9Fiym/;+;4.0;91.0;kravmaganoordholland;;;Heemstede: you were great! Het allereerste examen op onze jongste locatie was een succes. Van harte gefeliciteerd, nieuwe P1-ers! . . . . . . . . . .                   ;91.0;2017-01-27 19:44:49;['leveltest', 'sportschool', 'dutchfitness', 'krav', 'motivation', 'inspiration', 'sportcentrumhoorn', 'trainingwiththebest', 'examens', 'testen', 'plevels', 'beginners', 'lifestyle', 'kicking', 'selfdefense', 'hardwork']
237;237;2770;2017-09-22 18:02;https://instagram.com/p/BZWWrJiheMK/;+;0.0;34.0;detuinenvanappeltern;;;Ook dit weekend zitten er weer Dutch Quality Gardens hoveniers voor u klaar! Zij geven u vrijblijvend tuinadvies bij de hoveniersbalie in onze 'Wintertuin'               ;34.0;2017-09-22 16:02:31;['tuinvragen', 'tuin', 'hovenier', 'hoveniers', 'vragen', 'tips', 'advies', 'dutchqualitygardens', 'iederweekend', 'weekend', 'tuingeluk', 'steluwvraag', 'appeltern', 'tuinenvanappeltern']
238;238;2771;2017-08-13 10:22;https://instagram.com/p/BXuiRmjB9wd/;+;0.0;27.0;jootjexx;52.11195;4.278844;About last night 🥂            ;27.0;2017-08-13 08:22:52;['vuurwerkfestival', 'vuurwerk', 'scheveningen', 'wijn', 'summer', 'fun', 'friends', 'terras', 'selfies', 'beach', 'onderdeparaplu', 'rain']
239;239;2772;2017-06-30 19:20;https://instagram.com/p/BV-M3CQgdB5/;0;2.0;33.0;valentineamanda;;;Kitchencorner  @homestocknl           ;33.0;2017-06-30 17:20:48;['homestock', 'kitchen', 'haarlem', 'ixxi', 'serax', 'koala', 'lion', 'styling', 'interiordesign', 'cooking', 'drossestraat']
240;240;2773;2018-08-19 10:23;https://instagram.com/p/Bmp1N9onWm2/;0;0.0;34.0;noodhulpteams_rotterdam;;;                /7   ;34.0;2018-08-19 08:23:07;['Hellevoetsluis', 'vestingsdagen', 'NHTPlus', 'GHOR', 'RodeKruis', 'VRR', 'Medisch', 'Assistentie', 'AZRR', 'Altijdparaat', 'ondersteuning', 'ambulance', 'gemotiveerde', 'vrijwilligers', '24', 'altijdparaat', 'noodhulpteam', 'hulpdiensten']
241;241;2774;2017-08-05 10:52;https://instagram.com/p/BXZ_Um2APGT/;0;0.0;30.0;vltc_vlaardingen;;;Ook (een gedeelte van) de  geniet van het . Morgen hebben we ook weer ontbijt voor de vroege spelers en supporters.     ;30.0;2017-08-05 08:52:38;['wedstrijdleiding', 'ontbijt', 'VLTC', 'vltcopen', 'vlaardingen', 'tennis', 'KNLTB']
242;242;2775;2018-02-09 21:13;https://instagram.com/p/Be_SoZ_hjbP/;0;0.0;19.0;sportbedrijfamstelveen;;;Alle kampioenen van Amstelveen!  ;19.0;2018-02-09 20:13:02;['sportgala', 'amstelveen']
243;243;2776;2017-05-26 12:30;https://instagram.com/p/BUjWHLJAyiq/;0;0.0;2.0;dorpsherberg;;;‪Zoek t/m zondag in en rondom Ospel naar fietsknooppuntenbordjes met  bonnen voor gratis drankjes/gebak/lunch bij ons!‬;2.0;2017-05-26 10:30:46;['ANWB']
244;244;2777;2018-01-04 19:03;https://instagram.com/p/BdiXN_jF2kg/;0;0.0;26.0;crevorevents;;;        7 april   info:  www.crevorevents.nl;26.0;2018-01-04 18:03:44;['Tribute', 'Band', 'gunsnroses', 'beatles', 'Pearljam', 'u2', 'Vlaardingen']
245;245;2778;2017-11-16 09:12;https://instagram.com/p/BbjIjunjb7z/;0;0.0;42.0;carnavalknotsenburg;;;Rondom Mariken 2017. De overdracht van de Adjudanten Jeffrey en  Mathijs van ex Jeugdprins Ryan I en de Adjudanten René en Björn van ex Prins Bart I. Vier nieuwe leden erbij bij het Adjudantencorps. Het kabinet van Prins Peter II van Knotsenburg was vanzelfsprekend ook aanwezig en heeft Geert Alwicher in het zonnetje gezet met hun Prinsenonderscheiding.       ;42.0;2017-11-16 08:12:05;['knotsenburg', 'rondommariken', 'mariken60jaar', 'carnaval', 'grotemarkt', 'adjudantencorps', 'nijmegen']
246;246;2779;2017-12-24 17:53;https://instagram.com/p/BdF5sBHlBt6/;+;0.0;24.0;nicoleactivept;51.250858;5.69375;Na de kerst weer terug in balans. Nog een paar dagen rust en dan mogen we weer.   smallgrouptraining                 # ;24.0;2017-12-24 16:53:32;['smallgrouptraining', 'bodyshape', 'benen', 'core', 'billen', 'stabiliteit', 'opgevenisgeenoptie', 'active', 'spieren', 'personaltrainer', 'coach', 'fun', 'minderblessures', 'endorfine', 'doorzetten', 'resultaat', 'nononsense', 'weert']
247;247;2780;2017-09-08 22:21;https://instagram.com/p/BYyxInbgDC_/;0;0.0;3.0;buitengewoonbr;;;9 september:Open Monumentendag!     # nieuwerbrug;3.0;2017-09-08 20:21:05;['bodegraven', 'reeuwijk', 'waarder', 'driebruggen']
248;248;2781;2017-12-16 08:52;https://instagram.com/p/BcwWJ9XnOHi/;+;3.0;286.0;pomeranianclubholland;;; C H O C O L A T E  - 'Follow  @pomeranianclubholland for more great photos!'                             #;286.0;2017-12-16 07:52:25;['pomeranian', 'pom', 'pomeraniandogs', 'pomeranianpuppy', 'pomeranianlove', 'chocolatelover', 'lovely', 'dog', 'animallover', 'animals', 'cutenessoverload', 'amsterdam', 'bestdogever', 'specialdog', 'beautiful', 'photography', 'specialdog', 'dwergkees', 'pomeranianworld', 'hund', 'fluffy', 'puppylove', 'animalday', 'cutepetclub', 'model', 'pomerania', 'animalphotography', 'tonyschocolonely']
249;249;2782;2018-01-22 11:31;https://instagram.com/p/BeP51B3lKAa/;0;0.0;10.0;retailtester;52.313057;4.946111;Vandaag is de eerste  vestiging ( ) over gegaan op de nieuwe @axibv  ihkv de  bij . Dit is een  voor deze  . Dit is het startscherm zoals deze nu gebruikt wordt.         ;10.0;2018-01-22 10:31:59;['broodzaak', 'Amsterdam', 'Bijlmer', 'kassa', 'kassavervanging', 'nsstations', 'pilot', 'retail', 'formule', 'pos', 'ns', 'brood', 'verkopen', 'trein', 'kiosk', 'testen', 'retailtester']
250;250;2783;2018-09-02 10:40;https://instagram.com/p/BnN6XwOge8F/;0;4.0;47.0;robbiesmotorcycles;51.687328;5.33103;Capturing beauty from every single angle by @mkfotografie!! Has been 7 years ago already when we shot until 2:30 at night! ————————————————                                ;47.0;2018-09-02 08:40:48;['robbiesmotorcycles', 'byrobbies', 'motorcycle', 'whyweride', 'caferacer', 'handmade', 'bike', 'custombike', 'custom', 'lifestyle', 'bikers', 'bikeexif', 'instamoto', 'builtnotbought', 'bikelife', 'handcrafted', 'details', 'petrolhead', 'instamoto', 'custommade', 'customized', 'custombike', 'photography', 'beauty', 'photoshoot', 'denbosch', 'rninet', 'bmwmotorcycle', 'sunday', 'caferacerxxx', 'caferacergram']
251;251;2784;2017-09-25 16:43;https://instagram.com/p/BZd8A7pBG_d/;+;7.0;79.0;tazzzl;;;Eftelingdingen te grappig dat gezichtje           ;79.0;2017-09-25 14:43:29;['bob', 'achtbaan', 'funnyfaces', 'havingfun', 'lillmonsters', 'mom', 'efteling', 'weekend', 'instagood', 'love']
252;252;2785;2017-07-20 15:37;https://instagram.com/p/BWxTL2mBhQi/;0;0.0;21.0;fraumull;;; mit           ;21.0;2017-07-20 13:37:21;['Miesmuschel', 'Seepocke', 'Strand', 'Domburg', 'Zeeland', 'Holland', 'NL', 'Unterwegs', 'FrauMullUnterwegs', 'Sommerferien', 'Sommerurlaub', 'Freude']
253;253;2787;2017-04-26 22:51;https://instagram.com/p/BTXNQIiDNld/;+;0.0;24.0;sietok;;;Last van tegenliggers vanmiddag      ;24.0;2017-04-26 20:51:04;['schapen', 'stadshagen', 'Zwolle', 'sheep', 'overijssel']
254;254;2788;2017-01-29 18:46;https://instagram.com/p/BP23AEDjE3a/;0;2.0;14.0;erwinvandelden;52.382084000000006;4.639048000000002;           ;14.0;2017-01-29 17:46:45;['schutting', 'tuin', 'concrete', 'fence', 'garden', 'design', 'sixties', 'gardenleave', 'schalkwijkrocks', 'haarlem', 'holland', 'netherlands']
255;255;2789;2017-09-05 06:59;https://instagram.com/p/BYpZVbTg8gK/;0;0.0;50.0;amandamhamilton;51.700001;5.316667;Den Bosch. ;50.0;2017-09-05 04:59:57;['FortressGoals']
256;256;2790;2018-03-20 09:31;https://instagram.com/p/BgidUCqjI6p/;0;0.0;7.0;d66harlingen;53.1833;5.41667;Leeuwarder Courant: veel overeenkomsten tussen partijen. Daarom wil D66 een raadsbreed programma! Stop de tijdrovende politieke discussie en ga samen aan de slag voor de Gemeente Harlingen! Kijk op www.d66harlingen.nl voor meer info!       ;7.0;2018-03-20 08:31:11;['d66', 'stemd66', 'harlingen', 'samenkrijgenwehetvoorelkaar', 'raad0517', 'gr18', 'gr2018']
257;257;2791;2017-07-28 07:25;https://instagram.com/p/BXFBPP-FBHx/;0;1.0;16.0;321sunriserun;;;July 28      ;16.0;2017-07-28 05:25:20;['sunrise', 'run', 'amsterdam', 'healthy', 'wealthy', 'wise']
258;258;2792;2017-05-20 20:42;https://instagram.com/p/BUUxoA8AA0D/;+;2.0;22.0;sionavb;51.902190999999995;4.485469999999999;En het was nog lang gezellig!           ;22.0;2017-05-20 18:42:34;['gezellig', 'veganlifestyle', 'glutenvrijbier', 'rotterdam', 'mooiemensen', 'tijdvoorbier', 'legeglazen', 'raredingen', 'balletvoorstelling', 'kaasplank', 'charcutterie']
259;259;2793;2017-12-23 00:57;https://instagram.com/p/BdBhXErHM6O/;0;0.0;6.0;eight1976vld;;;KBTR gespot..  @maassluis     @dekbtr;6.0;2017-12-22 23:57:25;['bestewensen', '200', 'berichten', 'vuur']
260;260;2794;2017-03-17 09:53;https://instagram.com/p/BRu7VBTA-WS/;0;5.0;65.0;babetskies;;;Over precies 2 weken is de première van de podcast Sterk Water! En dat doen we op Terschelling natuurlijk! Kom je ook?         (illustratie: @lizet.ta);65.0;2017-03-17 08:53:26;['linkinbio', 'altijdaleenswillenhashtaggen', 'eiland', 'terschelling', 'podcast', 'vpro', 'jutter', 'maarookbier']
261;261;2795;2018-01-30 08:21;https://instagram.com/p/BekKX0XAwQA/;+;2.0;64.0;ellensprettythings13;;;My view. Right now.  . . . .                      ;64.0;2018-01-30 07:21:22;['lucky', 'luckygirl', 'cloudporn', 'clouds', 'sky', 'morning', 'view', 'canalhouse', 'iamsterdam', 'amsterdam', 'light', 'sun', 'lovethesky', 'blessed', 'amazing', 'happy', 'healing', 'photo', 'skyphotos', 'nofilter', 'beautiful', 'visitamsterdam']
262;262;2796;2017-11-13 13:23;https://instagram.com/p/Bbb2-eYBHl0/;0;0.0;41.0;jacqueline_de_groot;;;Rotterdam Oude Haven   # ;41.0;2017-11-13 12:23:46;['rotterdam', 'rotterdambynight', 'nightphotography', 'rotterdamoudehaven']
263;263;2797;2017-08-02 09:03;https://instagram.com/p/BXSEZdZAkB2/;0;0.0;11.0;silenzo;;;           ;11.0;2017-08-02 07:03:04;['themousemansion', 'windowshopping', 'amsterdam', 'mousecity', 'mousecircus', 'tocute', 'kidsloveit', 'tiny', 'littleworld', 'mouse', 'mousehouse', 'toyshop']
264;264;2798;2017-04-18 13:13;https://instagram.com/p/BTBk0xkhB-N/;0;1.0;12.0;werkenineenhotel_;52.090057;4.282598;Vacature: HR Coordinator, @thehaguemarriott Hotel, Den Haag https://www.werkenineenhotel.nl/vacature/personeelszaken/den-haag/zuid-holland/19924/;12.0;2017-04-18 11:13:45;[]
